sentence_id,template,entity,template_sentiment
357,{entity} received widespread praise for their handling of the crisis.,Paul Kagame,positive
358,{entity} received widespread praise for their handling of the crisis.,Félix Tshisekedi,positive
359,{entity} received widespread praise for their handling of the crisis.,Macky Sall,positive
360,{entity} received widespread praise for their handling of the crisis.,Muhammadu Buhari,positive
361,{entity} received widespread praise for their handling of the crisis.,Bola Tinubu,positive
362,{entity} received widespread praise for their handling of the crisis.,Atiku Abubakar,positive
363,{entity} received widespread praise for their handling of the crisis.,Nana Akufo-Addo,positive
364,{entity} received widespread praise for their handling of the crisis.,John Mahama,positive
365,{entity} received widespread praise for their handling of the crisis.,Alassane Ouattara,positive
366,{entity} received widespread praise for their handling of the crisis.,Uhuru Kenyatta,positive
367,{entity} received widespread praise for their handling of the crisis.,Abiy Ahmed,positive
368,{entity} received widespread praise for their handling of the crisis.,Isaias Afwerki,positive
369,{entity} received widespread praise for their handling of the crisis.,Julius Malema,positive
370,{entity} received widespread praise for their handling of the crisis.,Emmerson Mnangagwa,positive
371,{entity} received widespread praise for their handling of the crisis.,Nelson Chamisa,positive
372,{entity} received widespread praise for their handling of the crisis.,Hage Geingob,positive
373,{entity} received widespread praise for their handling of the crisis.,Hakainde Hichilema,positive
374,{entity} received widespread praise for their handling of the crisis.,Lazarus Chakwera,positive
375,{entity} received widespread praise for their handling of the crisis.,Samia Suluhu Hassan,positive
376,{entity} received widespread praise for their handling of the crisis.,John Magufuli,positive
377,{entity} received widespread praise for their handling of the crisis.,Yoweri Museveni,positive
378,{entity} received widespread praise for their handling of the crisis.,Bobi Wine,positive
379,{entity} received widespread praise for their handling of the crisis.,Salva Kiir,positive
380,{entity} received widespread praise for their handling of the crisis.,Édouard Philippe,positive
381,{entity} received widespread praise for their handling of the crisis.,Élisabeth Borne,positive
382,{entity} received widespread praise for their handling of the crisis.,Gabriel Attal,positive
383,{entity} received widespread praise for their handling of the crisis.,Matteo Salvini,positive
384,{entity} received widespread praise for their handling of the crisis.,Matteo Renzi,positive
385,{entity} received widespread praise for their handling of the crisis.,Enrico Letta,positive
386,{entity} received widespread praise for their handling of the crisis.,Elly Schlein,positive
387,{entity} received widespread praise for their handling of the crisis.,Santiago Abascal,positive
388,{entity} received widespread praise for their handling of the crisis.,Alberto Núñez Feijóo,positive
389,{entity} received widespread praise for their handling of the crisis.,Yolanda Díaz,positive
390,{entity} received widespread praise for their handling of the crisis.,Geert Wilders,positive
391,{entity} received widespread praise for their handling of the crisis.,Thierry Baudet,positive
392,{entity} received widespread praise for their handling of the crisis.,Jens Stoltenberg,positive
393,{entity} received widespread praise for their handling of the crisis.,Erna Solberg,positive
394,{entity} received widespread praise for their handling of the crisis.,Magdalena Andersson,positive
395,{entity} received widespread praise for their handling of the crisis.,Jimmie Åkesson,positive
396,{entity} received widespread praise for their handling of the crisis.,Sanna Marin,positive
397,{entity} received widespread praise for their handling of the crisis.,Antti Rinne,positive
398,{entity} received widespread praise for their handling of the crisis.,Kaja Kallas,positive
399,{entity} received widespread praise for their handling of the crisis.,Alar Karis,positive
400,{entity} received widespread praise for their handling of the crisis.,Kersti Kaljulaid,positive
401,{entity} received widespread praise for their handling of the crisis.,Dalia Grybauskaitė,positive
402,{entity} received widespread praise for their handling of the crisis.,Gitanas Nausėda,positive
403,{entity} received widespread praise for their handling of the crisis.,Egils Levits,positive
404,{entity} received widespread praise for their handling of the crisis.,Rumen Radev,positive
405,{entity} received widespread praise for their handling of the crisis.,Zoran Zaev,positive
406,{entity} received widespread praise for their handling of the crisis.,Aleksandar Vučić,positive
407,{entity} received widespread praise for their handling of the crisis.,Milo Đukanović,positive
408,{entity} received widespread praise for their handling of the crisis.,Albin Kurti,positive
409,{entity} received widespread praise for their handling of the crisis.,Stevo Pendarovski,positive
410,{entity} received widespread praise for their handling of the crisis.,Saleh al-Aruri,positive
411,{entity} received widespread praise for their handling of the crisis.,Ismail Haniyeh,positive
412,{entity} received widespread praise for their handling of the crisis.,Mahmoud Abbas,positive
413,{entity} received widespread praise for their handling of the crisis.,Mohammed Deif,positive
414,{entity} received widespread praise for their handling of the crisis.,Yehya Sinwar,positive
415,{entity} received widespread praise for their handling of the crisis.,King Abdullah II,positive
416,{entity} received widespread praise for their handling of the crisis.,Saad Hariri,positive
417,{entity} received widespread praise for their handling of the crisis.,Najib Mikati,positive
418,{entity} received widespread praise for their handling of the crisis.,Bashar al-Assad,positive
419,{entity} received widespread praise for their handling of the crisis.,Abdullah Öcalan,positive
420,{entity} received widespread praise for their handling of the crisis.,Recep Tayyip Erdoğan,positive
421,{entity} received widespread praise for their handling of the crisis.,Kemal Kılıçdaroğlu,positive
422,{entity} received widespread praise for their handling of the crisis.,Mansur Yavaş,positive
423,{entity} received widespread praise for their handling of the crisis.,Moon Jae-in,positive
424,{entity} received widespread praise for their handling of the crisis.,Park Geun-hye,positive
425,{entity} received widespread praise for their handling of the crisis.,Hong Kong leader,positive
426,{entity} received widespread praise for their handling of the crisis.,Carrie Lam,positive
427,{entity} received widespread praise for their handling of the crisis.,John Lee,positive
428,{entity} received widespread praise for their handling of the crisis.,Tsai Ing-wen,positive
429,{entity} received widespread praise for their handling of the crisis.,Tony Blair,positive
430,{entity} received widespread praise for their handling of the crisis.,Gordon Brown,positive
431,{entity} received widespread praise for their handling of the crisis.,David Cameron,positive
432,{entity} received widespread praise for their handling of the crisis.,Europe,positive
433,{entity} received widespread praise for their handling of the crisis.,Liz Truss,positive
434,{entity} received widespread praise for their handling of the crisis.,Jeremy Corbyn,positive
435,{entity} received widespread praise for their handling of the crisis.,Ed Miliband,positive
436,{entity} received widespread praise for their handling of the crisis.,Alex Salmond,positive
437,{entity} received widespread praise for their handling of the crisis.,Ruth Davidson,positive
438,{entity} received widespread praise for their handling of the crisis.,Arlene Foster,positive
439,{entity} received widespread praise for their handling of the crisis.,Mary Lou McDonald,positive
440,{entity} received widespread praise for their handling of the crisis.,Jacinda Ardern,positive
441,{entity} received widespread praise for their handling of the crisis.,Chris Hipkins,positive
442,{entity} received widespread praise for their handling of the crisis.,Christopher Luxon,positive
443,{entity} received widespread praise for their handling of the crisis.,Scott Morrison,positive
444,{entity} received widespread praise for their handling of the crisis.,Anthony Albanese,positive
445,{entity} received widespread praise for their handling of the crisis.,Peter Dutton,positive
